time,force
0.6,-8.150280176876162
0.6000379822162506,-6.314940747406002
0.6000759644325012,-4.462218887219922
0.6000791594944949,-4.305769114187426
0.6000808864081792,-4.221176651289814
0.6000826133218636,-4.131263249480267
0.600084294617576,-4.0376972966787985
0.6001011075746991,-3.1054641067373296
0.6001390197176905,-1.0269899844888408
0.6001521372192746,-0.3073882833172936
0.6001573478641455,-0.019303744914155707
0.6001575855510124,-0.006148202421680218
0.6001578232378793,0.007005497442807012
0.6001580513369958,0.0196269361888796
0.6001603323281618,0.14573120672059156
0.6001831422398213,1.3960577681810387
0.6003543048992454,10.256842927201324
0.6005254675586694,18.407110598902296
0.6007183191276341,26.946203906593105
0.6009329442441976,35.79748352161319
0.6011715516085837,44.95812071339179
0.6014345623757344,54.339235840593304
0.6017252712706697,63.942038332531865
0.6020438597797654,73.64853584205979
0.602383329665768,83.15425745138843
0.602761428327298,92.83590288669664
0.6031703542155127,102.35057968298688
0.603621843307968,111.83122381884631
0.6040972184060521,120.78722461542895
0.6046499887614087,130.0403736038873
0.6051969337891978,138.124511988237
0.6058208276340367,146.22058376142434
0.6064459874578325,153.29722856193536
0.6070958986942867,159.71235760233833
0.6077484328490056,165.32645596693473
0.6084975308644537,170.9040832883332
0.609267421333336,175.82155451910864
0.6102667729442256,181.19054264359198
0.6112531710538254,185.57919330933464
0.6122531710538254,189.29039253831704
0.6132531710538254,192.4050934178629
0.6142531710538254,195.03881532271075
0.6152531710538254,197.28222757091714
0.6162531710538254,199.20655368313336
0.6172531710538254,200.86778077633457
0.6182531710538254,202.30994679520356
0.6192531710538254,203.56771259951822
0.6202531710538254,204.66837748597857
0.6212531710538254,205.633460409695
0.6222531710538254,206.47994162345768
0.6232531710538254,207.22123837438193
0.6242531710538254,207.86797206502902
0.6252531710538254,208.4285717257251
0.6262531710538254,208.9097488904094
0.6272531710538254,209.31687137194533
0.6282531710538254,209.65425750405782
0.6292531710538254,209.92540778188183
0.6302531710538254,210.1331872041623
0.6312531710538254,210.27996877581347
0.6322531710538254,210.36774639808402
0.6332531710538254,210.39822362148084
0.6332770009529309,210.39825606309782
0.6332867799483867,210.39825978410568
0.6332882468637379,210.39825986214655
0.6332893587520642,210.39825985535293
0.6332903663145549,210.3982598292302
0.6333004419394627,210.39825855903183
0.63340119818854,210.39814520792976
0.63440119818854,210.38701565016228
0.63540119818854,210.35592692853479
0.63640119818854,210.30266349228367
0.63740119818854,210.22517270801157
0.63840119818854,210.12155728965647
0.63940119818854,209.99006902305567
0.64040119818854,209.82910354137408
0.64140119818854,209.63719594276662
0.64240119818854,209.41301707069357
0.64340119818854,209.15537030147058
0.64440119818854,208.8631887042146
0.64540119818854,208.53553245606764
0.64640119818854,208.1715864110979
0.64740119818854,207.77065773516296
0.64840119818854,207.33217353157298
0.64940119818854,206.85567839393767
0.65040119818854,206.34083183330966
0.65140119818854,205.7874055368069
0.65240119818854,205.19528042432967
0.65340119818854,204.56444347895885
0.65440119818854,203.8949843349668
0.65540119818854,203.18709161524922
0.65640119818854,202.44104901727528
0.65740119818854,201.6572311532938
0.65840119818854,200.83609915659213
0.65940119818854,199.97819607090904
0.66040119818854,199.08414204472075
0.66140119818854,198.1546293559544
0.66240119818854,197.19041729574695
0.66340119818854,196.1923269421859
0.66440119818854,195.16123585645497
0.66540119818854,194.09807273465438
0.66640119818854,193.00381204859684
0.66740119818854,191.8794687083796
0.66840119818854,190.72609277836753
0.66940119818854,189.54476427659628
0.67040119818854,188.33658808553463
0.67140119818854,187.10268899971132
0.67240119818854,185.84420693306538
0.67340119818854,184.56229230599394
0.67440119818854,183.25810162910963
0.67540119818854,181.9327932977604
0.67640119818854,180.58752360835132
0.67740119818854,179.22344300471656
0.6784011981885401,177.84169255999717
0.6794011981885401,176.4434006969977
0.6804011981885401,175.02968014762553
0.6814011981885401,173.60162514992604
0.6824011981885401,172.1603088793873
0.6834011981885401,170.70678110954796
0.6844011981885401,169.24206609559727
0.6854011981885401,167.76716067353738
0.6864011981885401,166.28303256657316
0.6874011981885401,164.79061888970983
0.6884011981885401,163.2908248430673
0.6894011981885401,161.7845225840912
0.6904011981885401,160.27255026869628
0.6914011981885401,158.75571125134647
0.6924011981885401,157.23477343417835
0.6934011981885401,155.71046875545917
0.6944011981885401,154.183492807926
0.6954011981885401,152.65450457790433
0.6964011981885401,151.12412629644416
0.6974011981885401,149.59294339414038
0.6984011981885401,148.0615045517159
0.6994011981885401,146.530321838883
0.7004011981885401,144.99987093443917
0.7014011981885401,143.47059142098294
0.7024011981885401,141.9428871480588
0.7034011981885401,140.4171266579425
0.7044011981885401,138.8936436686911
0.7054011981885401,137.3727376094183
0.7064011981885401,135.85467420314862
0.7074011981885401,134.33968609290076
0.7084011981885401,132.82797350697987
0.7094011981885401,131.31970495973303
0.7104011981885401,129.81501798431728
0.7114011981885401,128.3140198942392
0.7124011981885401,126.81678857069895
0.7134011981885401,125.32337327295568
0.7144011981885401,123.83379546915133
0.7154011981885401,122.34804968521074
0.7164011981885401,120.86610436959539
0.7174011981885401,119.38790277188339
