   0.00719,   0.09881
   0.01869,   0.16996
   0.03235,   0.23715
   0.04242,   0.30830
   0.05321,   0.40316
   0.06615,   0.44664
   0.07693,   0.45850
   0.08987,   0.49802
   0.10066,   0.47431
   0.11288,   0.48221
   0.12367,   0.38735
   0.13661,   0.29644
   0.15027,   0.25296
   0.15962,   0.16996
   0.17184,   0.12253
   0.18334,   0.16996
   0.19629,   0.19368
   0.20707,   0.23715
   0.22001,   0.26087
   0.23080,   0.30830
   0.24302,   0.32016
   0.25381,   0.33202
   0.26675,   0.39921
   0.27753,   0.41502
   0.29048,   0.44664
   0.30126,   0.40316
   0.31348,   0.34387
   0.32427,   0.30830
   0.33721,   0.28458
   0.34871,   0.26087
   0.36094,   0.22530
   0.37172,   0.20553
   0.38395,   0.16996
   0.39617,   0.12253
   0.40767,   0.11067
   0.41990,   0.12253
   0.43140,   0.18182
   0.44362,   0.30830
   0.45441,   0.47431
   0.46519,   0.63636
   0.47813,   0.81423
   0.48892,   0.88142
   0.50186,   0.98814
   0.51193,   0.98814
   0.52487,   1.00000
   0.53565,   0.88538
   0.54860,   0.76680
   0.56154,   0.63636
   0.57232,   0.47431
   0.58455,   0.33202
   0.59533,   0.25296
   0.60827,   0.16996
   0.61906,   0.09881
   0.63200,   0.03953
